experiment,phase,model,target_interval_sec,attacker_share,confirmations,acceptance_policy,success_probability,ci_lower,ci_upper,expected_wait_sec,median_wait_sec,expected_work
P1_validate_simulators,I,distribution,600.0,0.2,1,600s × 1,0.40076,0.3986142156991312,0.40290959649138064,600.0,415.8883083359673,1.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,2,600s × 2,0.071425,0.07030454313277482,0.07256192008315214,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,distribution,600.0,0.2,2,600s × 2,0.07173,0.07060731590740223,0.07286913559230036,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,2,600s × 2,0.20923,0.2074529264236137,0.21101824317166157,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,distribution,600.0,0.2,2,600s × 2,0.20901,0.20723362025656702,0.21079755778975534,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,3,600s × 3,0.042105,0.04123360483233117,0.04299398467768895,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,distribution,600.0,0.2,3,600s × 3,0.0412,0.04033772065613828,0.04207990361841644,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,3,600s × 3,0.115845,0.11444976568714336,0.11725499118554969,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,distribution,600.0,0.2,3,600s × 3,0.115015,0.11362415930352875,0.11642062945266013,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,5,600s × 5,0.01487,0.014348802234492227,0.015409833476743021,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,distribution,600.0,0.2,5,600s × 5,0.01476,0.014240740075652026,0.015297899861106764,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,5,600s × 5,0.03935,0.03850671484453418,0.04021098049564375,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,distribution,600.0,0.2,5,600s × 5,0.03933,0.038486922913913334,0.0401907731945416,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,10,600s × 10,0.00117,0.0010294556911867592,0.0013297062897987052,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,distribution,600.0,0.2,10,600s × 10,0.001285,0.0011372862612975096,0.0014518713020951605,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,event_bernoulli,600.0,0.2,10,600s × 10,0.00306,0.0028272959614120815,0.003311793417396163,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,distribution,600.0,0.2,10,600s × 10,0.00336,0.003115748814690773,0.0036233290399623583,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,1,600s × 1,0.30999,0.3079667549302072,0.31202054408550367,600.0,415.8883083359673,1.0
P1_validate_simulators,I,distribution,600.0,0.3,1,600s × 1,0.307635,0.3056160711328139,0.30966131834751454,600.0,415.8883083359673,1.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,1,600s × 1,0.598975,0.596825173739849,0.6011210242493096,600.0,415.8883083359673,1.0
P1_validate_simulators,I,distribution,600.0,0.3,1,600s × 1,0.59834,0.5961896258208013,0.6004865965611523,600.0,415.8883083359673,1.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,2,600s × 2,0.23315,0.23130200553385538,0.23500824520211877,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,distribution,600.0,0.3,2,600s × 2,0.23159,0.229746367744939,0.23344394291664172,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,2,600s × 2,0.43181,0.42964049807695515,0.43398212136350234,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,distribution,600.0,0.3,2,600s × 2,0.43151,0.4293406852408929,0.43368194572371965,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,3,600s × 3,0.1793,0.17762497972239863,0.1809873395994185,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,distribution,600.0,0.3,3,600s × 3,0.17873,0.1770570822053245,0.18041525901238736,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,3,600s × 3,0.32666,0.3246079372502419,0.3287187214065831,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,distribution,600.0,0.3,3,600s × 3,0.32461,0.3225613195084762,0.3266654178967421,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,5,600s × 5,0.11293,0.11155029929625382,0.11432456955281309,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,distribution,600.0,0.3,5,600s × 5,0.1125,0.11112261531863225,0.11389227004839032,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,5,600s × 5,0.198815,0.19707165408217128,0.20056991559335569,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,distribution,600.0,0.3,5,600s × 5,0.19746,0.19572117722618854,0.1992104445001057,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,10,600s × 10,0.0374,0.03657728902640212,0.03824048122078406,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,distribution,600.0,0.3,10,600s × 10,0.037675,0.0368493516273766,0.038518408056000715,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,event_bernoulli,600.0,0.3,10,600s × 10,0.06608,0.06499957591083025,0.06717709262712698,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,distribution,600.0,0.3,10,600s × 10,0.065465,0.06438930893054233,0.06655738323193289,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,1,600s × 1,0.586575,0.5844151495576844,0.5887315247632189,600.0,415.8883083359673,1.0
P1_validate_simulators,I,distribution,600.0,0.4,1,600s × 1,0.587325,0.5851657155821061,0.5894809299284094,600.0,415.8883083359673,1.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,1,600s × 1,0.800685,0.7989284425618902,0.8024300069695081,600.0,415.8883083359673,1.0
P1_validate_simulators,I,distribution,600.0,0.4,1,600s × 1,0.79964,0.7978800249650296,0.8013884647088423,600.0,415.8883083359673,1.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,2,600s × 2,0.529055,0.5268668594285157,0.5312420244570616,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,distribution,600.0,0.4,2,600s × 2,0.529755,0.5275670267103285,0.5319418302855534,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,2,600s × 2,0.706135,0.7041346407062382,0.7081274408547135,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,distribution,600.0,0.4,2,600s × 2,0.703765,0.7017600186570534,0.7057621539447237,1200.0,1007.0081940099967,2.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,3,600s × 3,0.483145,0.48095528380447145,0.48533536366097674,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,distribution,600.0,0.4,3,600s × 3,0.482595,0.4804053769959901,0.48478529159707573,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,3,600s × 3,0.635515,0.6334031280954852,0.6376216662515806,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,distribution,600.0,0.4,3,600s × 3,0.635435,0.6333230309458213,0.6375417664743523,1800.0,1604.436188234137,3.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,5,600s × 5,0.410005,0.4078512296343729,0.4121622274200921,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,distribution,600.0,0.4,5,600s × 5,0.412305,0.41014936542565,0.4144640032769591,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,5,600s × 5,0.53487,0.5326833801816154,0.5370552803274217,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,distribution,600.0,0.4,5,600s × 5,0.5346,0.5324133029665489,0.5367853679142278,3000.0,2802.5453296775913,5.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,10,600s × 10,0.290555,0.2885692506221541,0.2925487949667389,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,distribution,600.0,0.4,10,600s × 10,0.291065,0.2890782112826384,0.29305981471519094,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,event_bernoulli,600.0,0.4,10,600s × 10,0.37151,0.3693947716973386,0.37363016409829686,6000.0,5801.228768828478,10.0
P1_validate_simulators,I,distribution,600.0,0.4,10,600s × 10,0.372055,0.36993912755732516,0.37417578730276185,6000.0,5801.228768828478,10.0
P2_policy_comparison,I,distribution,600.0,0.1,1,600s × 1,0.201165,0.19941388440089458,0.20292759500208404,600.0,415.8883083359673,1.0
P2_policy_comparison,I,distribution,60.0,0.1,1,60s × 1,0.201165,0.19941388440089458,0.20292759500208404,60.0,41.58883083359673,0.1
P2_policy_comparison,I,distribution,60.0,0.1,2,60s × 2,0.05607,0.055070250078457,0.05708680298214257,120.0,100.70081940099968,0.2
P2_policy_comparison,I,distribution,60.0,0.1,3,60s × 3,0.017125,0.016565616579903478,0.017702932508099165,180.0,160.44361882341371,0.30000000000000004
P2_policy_comparison,I,distribution,60.0,0.1,5,60s × 5,0.001725,0.0015524539267329019,0.001916686734565601,300.0,280.25453296775913,0.5
P2_policy_comparison,I,distribution,60.0,0.1,10,60s × 10,1e-05,2.7423649747610273e-06,3.646417607714484e-05,600.0,580.1228768828478,1.0
P3_decomposition,I,analytical_decomposition,,0.1,1,600s × 1,0.09999999999999995,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,1,600s × 1,0.09,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,1,600s × 1,0.009999999999999995,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,1,60s × 1,0.09999999999999995,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,1,60s × 1,0.09,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,1,60s × 1,0.009999999999999995,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,2,60s × 2,0.009999999999999998,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,2,60s × 2,0.018,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,2,60s × 2,0.024300000000000002,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,2,60s × 2,0.003699999999999997,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,3,60s × 3,0.0010000000000000005,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,3,60s × 3,0.002700000000000001,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,3,60s × 3,0.00486,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,3,60s × 3,0.007289999999999998,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,3,60s × 3,0.0012699999999999988,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,1e-05,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,4.4999999999999996e-05,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,0.00012150000000000003,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,0.0002551499999999998,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,0.0004592699999999997,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,0.0007440173999999993,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,5,60s × 5,0.00014690259999999982,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,1.0000000000000006e-10,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,9.000000000000005e-10,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,4.455000000000004e-09,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,1.6037999999999994e-08,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,4.691115000000009e-08,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,1.1821609799999999e-07,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,2.659862204999996e-07,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,5.471716535999997e-07,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,1.046465787509998e-06,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,1.8836384175180009e-06,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,3.2210216939557704e-06,,,,,
P3_decomposition,I,analytical_decomposition,,0.1,10,60s × 10,7.088606331722185e-07,,,,,
P4_interval_comparison,I,distribution,600.0,0.1,1,600s × 1,0.198955,0.19721118855393446,0.20071037574365344,600.0,415.8883083359673,1.0
P4_interval_comparison,I,distribution,60.0,0.1,1,60s × 1,0.198955,0.19721118855393446,0.20071037574365344,60.0,41.58883083359673,0.1
P4_interval_comparison,I,distribution,600.0,0.1,2,600s × 2,0.0553,0.05430680312463551,0.056310279514628844,1200.0,1007.0081940099967,2.0
P4_interval_comparison,I,distribution,60.0,0.1,2,60s × 2,0.0553,0.05430680312463551,0.056310279514628844,120.0,100.70081940099968,0.2
P4_interval_comparison,I,distribution,600.0,0.1,3,600s × 3,0.016725,0.016172188538503843,0.01729637591503895,1800.0,1604.436188234137,3.0
P4_interval_comparison,I,distribution,60.0,0.1,3,60s × 3,0.016725,0.016172188538503843,0.01729637591503895,180.0,160.44361882341371,0.30000000000000004
P4_interval_comparison,I,distribution,600.0,0.1,5,600s × 5,0.001705,0.0015335083746407898,0.0018956330549347205,3000.0,2802.5453296775913,5.0
P4_interval_comparison,I,distribution,60.0,0.1,5,60s × 5,0.001705,0.0015335083746407898,0.0018956330549347205,300.0,280.25453296775913,0.5
P4_interval_comparison,I,distribution,600.0,0.1,10,600s × 10,5e-06,8.826233199317767e-07,2.832410980122599e-05,6000.0,5801.228768828478,10.0
P4_interval_comparison,I,distribution,60.0,0.1,10,60s × 10,5e-06,8.826233199317767e-07,2.832410980122599e-05,600.0,580.1228768828478,1.0
P5_coinbase_claim,I,doublespend_break_even,,0.1,1,,0.1,,,,,
P5_coinbase_claim,I,doublespend_break_even,,0.1,2,,0.028000000000000008,,,,,
P5_coinbase_claim,I,doublespend_break_even,,0.1,3,,0.008560000000000002,,,,,
P5_coinbase_claim,I,doublespend_break_even,,0.1,4,,0.0027280000000000004,,,,,
P5_coinbase_claim,I,doublespend_break_even,,0.1,5,,0.0008909200000000001,,,,,
P5_coinbase_claim,I,doublespend_break_even,,0.1,10,,3.929882327128003e-06,,,,,
P5_coinbase_claim,I,sniping_break_even,,0.1,1,,0.010000000000000002,,,,,
P5_coinbase_claim,I,sniping_break_even,,0.1,2,,0.0037000000000000006,,,,,
P5_coinbase_claim,I,sniping_break_even,,0.1,2,,0.0004600000000000001,,,,,
P5_coinbase_claim,I,sniping_break_even,,0.1,3,,0.00017650000000000003,,,,,
P5_coinbase_claim,I,sniping_break_even,,0.1,5,,3.4135300000000013e-06,,,,,
P5_coinbase_claim,I,sniping_break_even,,0.1,10,,5.399429695596105e-10,,,,,
P6_equal_chainwork,I,distribution,600.0,0.1,1,600s × 1,0.201175,0.19942385153998884,0.20293762747885122,600.0,415.8883083359673,1.0
P6_equal_chainwork,I,distribution,60.0,0.1,10,60s × 10,5e-06,8.826233199317767e-07,2.832410980122599e-05,600.0,580.1228768828478,1.0
P6_equal_chainwork,I,distribution,600.0,0.1,2,600s × 2,0.05569,0.05469347731741068,0.05670359034045204,1200.0,1007.0081940099967,2.0
P6_equal_chainwork,I,distribution,60.0,0.1,20,60s × 20,0.0,0.0,1.920692519040967e-05,1200.0,1180.0603453983404,2.0
P6_equal_chainwork,I,distribution,600.0,0.1,3,600s × 3,0.01652,0.01597058869028012,0.017087983638102,1800.0,1604.436188234137,3.0
P6_equal_chainwork,I,distribution,60.0,0.1,30,60s × 30,0.0,0.0,1.920692519040967e-05,1800.0,1780.0399882932738,3.0
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.00041,0.0003303561012696571,0.0005088350742420965,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.02451,0.023841410949339528,0.025196854452378053,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.00161,0.001443603801320912,0.0017955412775703848,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.112985,0.1116050035223589,0.11437986321394623,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.003295,0.003053205133672971,0.003555875217880435,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.155595,0.15401304661569473,0.15719018330644574,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.0082,0.007814104924198222,0.008604787007419068,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.191025,0.18930809760547906,0.19275377131394236,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.02443,0.02376249146202187,0.02511577701280374,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.20014,0.19839226168220683,0.20189925709496842,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.077415,0.07625185172498679,0.07859438139197639,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.20039,0.1986414363019215,0.20215007287179115,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.11265,0.1112718066762308,0.11404307292871421,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.198395,0.19665305269464878,0.20014853311469533,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.15445,0.15287285153895055,0.15604042236704857,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.199625,0.19787896533680957,0.2013825732234986,,,
P7_equal_elapsed_time,I,finite_horizon,600.0,0.1,1,"1 conf, 600s",0.196315,0.19458002421369475,0.19806164149645816,,,
P7_equal_elapsed_time,I,finite_horizon,60.0,0.1,1,"1 conf, 60s",0.200055,0.19830754255496594,0.20181397948738658,,,
P8_frontier,I,distribution,600.0,0.05,1,600s × 1,0.100585,0.09927446654713164,0.1019108765209182,600.0,415.8883083359673,1.0
P8_frontier,I,distribution,600.0,0.05,2,600s × 2,0.014435,0.013921509979807319,0.014967142441452846,1200.0,1007.0081940099967,2.0
P8_frontier,I,distribution,600.0,0.05,3,600s × 3,0.00237,0.002166241549043268,0.0025928743353217398,1800.0,1604.436188234137,3.0
P8_frontier,I,distribution,600.0,0.05,5,600s × 5,7.5e-05,4.5453456606938166e-05,0.00012375058754469294,3000.0,2802.5453296775913,5.0
P8_frontier,I,distribution,600.0,0.05,10,600s × 10,0.0,0.0,1.920692519040967e-05,6000.0,5801.228768828478,10.0
P8_frontier,I,distribution,60.0,0.05,1,60s × 1,0.100585,0.09927446654713164,0.1019108765209182,60.0,41.58883083359673,0.1
P8_frontier,I,distribution,60.0,0.05,2,60s × 2,0.014435,0.013921509979807319,0.014967142441452846,120.0,100.70081940099968,0.2
P8_frontier,I,distribution,60.0,0.05,3,60s × 3,0.00237,0.002166241549043268,0.0025928743353217398,180.0,160.44361882341371,0.30000000000000004
P8_frontier,I,distribution,60.0,0.05,5,60s × 5,7.5e-05,4.5453456606938166e-05,0.00012375058754469294,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.05,10,60s × 10,0.0,0.0,1.920692519040967e-05,600.0,580.1228768828478,1.0
P8_frontier,I,distribution,600.0,0.1,1,600s × 1,0.199575,0.19782913098227206,0.20133240949872863,600.0,415.8883083359673,1.0
P8_frontier,I,distribution,600.0,0.1,2,600s × 2,0.05619,0.05518923365544753,0.05720781479548999,1200.0,1007.0081940099967,2.0
P8_frontier,I,distribution,600.0,0.1,3,600s × 3,0.017045,0.01648692446235776,0.017621627698752914,1800.0,1604.436188234137,3.0
P8_frontier,I,distribution,600.0,0.1,5,600s × 5,0.00156,0.0013963461543115786,0.001742800845272237,3000.0,2802.5453296775913,5.0
P8_frontier,I,distribution,600.0,0.1,10,600s × 10,1e-05,2.7423649747610273e-06,3.646417607714484e-05,6000.0,5801.228768828478,10.0
P8_frontier,I,distribution,60.0,0.1,1,60s × 1,0.199575,0.19782913098227206,0.20133240949872863,60.0,41.58883083359673,0.1
P8_frontier,I,distribution,60.0,0.1,2,60s × 2,0.05619,0.05518923365544753,0.05720781479548999,120.0,100.70081940099968,0.2
P8_frontier,I,distribution,60.0,0.1,3,60s × 3,0.017045,0.01648692446235776,0.017621627698752914,180.0,160.44361882341371,0.30000000000000004
P8_frontier,I,distribution,60.0,0.1,5,60s × 5,0.00156,0.0013963461543115786,0.001742800845272237,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.1,10,60s × 10,1e-05,2.7423649747610273e-06,3.646417607714484e-05,600.0,580.1228768828478,1.0
P8_frontier,I,distribution,600.0,0.2,1,600s × 1,0.39849,0.39634629791477244,0.40063760147517974,600.0,415.8883083359673,1.0
P8_frontier,I,distribution,600.0,0.2,2,600s × 2,0.209495,0.2077170917163672,0.2112840676992377,1200.0,1007.0081940099967,2.0
P8_frontier,I,distribution,600.0,0.2,3,600s × 3,0.11592,0.11452436981110396,0.11733038418055028,1800.0,1604.436188234137,3.0
P8_frontier,I,distribution,600.0,0.2,5,600s × 5,0.03936,0.0385166108322045,0.040221084123834926,3000.0,2802.5453296775913,5.0
P8_frontier,I,distribution,600.0,0.2,10,600s × 10,0.003175,0.0029378049102917075,0.0034312800509237436,6000.0,5801.228768828478,10.0
P8_frontier,I,distribution,60.0,0.2,1,60s × 1,0.39849,0.39634629791477244,0.40063760147517974,60.0,41.58883083359673,0.1
P8_frontier,I,distribution,60.0,0.2,2,60s × 2,0.209495,0.2077170917163672,0.2112840676992377,120.0,100.70081940099968,0.2
P8_frontier,I,distribution,60.0,0.2,3,60s × 3,0.11592,0.11452436981110396,0.11733038418055028,180.0,160.44361882341371,0.30000000000000004
P8_frontier,I,distribution,60.0,0.2,5,60s × 5,0.03936,0.0385166108322045,0.040221084123834926,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.2,10,60s × 10,0.003175,0.0029378049102917075,0.0034312800509237436,600.0,580.1228768828478,1.0
P8_frontier,I,distribution,600.0,0.3,1,600s × 1,0.600925,0.5987768797947556,0.6030692432873949,600.0,415.8883083359673,1.0
P8_frontier,I,distribution,600.0,0.3,2,600s × 2,0.433145,0.4309746750335953,0.4353178931243719,1200.0,1007.0081940099967,2.0
P8_frontier,I,distribution,600.0,0.3,3,600s × 3,0.329355,0.32729855869348,0.3314179964380182,1800.0,1604.436188234137,3.0
P8_frontier,I,distribution,600.0,0.3,5,600s × 5,0.196175,0.19444049615719983,0.19792117493089212,3000.0,2802.5453296775913,5.0
P8_frontier,I,distribution,600.0,0.3,10,600s × 10,0.064685,0.06361535121938178,0.06577137090589676,6000.0,5801.228768828478,10.0
P8_frontier,I,distribution,60.0,0.3,1,60s × 1,0.600925,0.5987768797947556,0.6030692432873949,60.0,41.58883083359673,0.1
P8_frontier,I,distribution,60.0,0.3,2,60s × 2,0.433145,0.4309746750335953,0.4353178931243719,120.0,100.70081940099968,0.2
P8_frontier,I,distribution,60.0,0.3,3,60s × 3,0.329355,0.32729855869348,0.3314179964380182,180.0,160.44361882341371,0.30000000000000004
P8_frontier,I,distribution,60.0,0.3,5,60s × 5,0.196175,0.19444049615719983,0.19792117493089212,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.3,10,60s × 10,0.064685,0.06361535121938178,0.06577137090589676,600.0,580.1228768828478,1.0
P8_frontier,I,distribution,600.0,0.4,1,600s × 1,0.80073,0.7989735901518051,0.8024748576509699,600.0,415.8883083359673,1.0
P8_frontier,I,distribution,600.0,0.4,2,600s × 2,0.705325,0.7033230537186096,0.7073190589575609,1200.0,1007.0081940099967,2.0
P8_frontier,I,distribution,600.0,0.4,3,600s × 3,0.634975,0.6328624735554117,0.6370823415351331,1800.0,1604.436188234137,3.0
P8_frontier,I,distribution,600.0,0.4,5,600s × 5,0.53312,0.5309328911443499,0.5353058365889255,3000.0,2802.5453296775913,5.0
P8_frontier,I,distribution,600.0,0.4,10,600s × 10,0.372495,0.37037860962025204,0.3746162883377408,6000.0,5801.228768828478,10.0
P8_frontier,I,distribution,60.0,0.4,1,60s × 1,0.80073,0.7989735901518051,0.8024748576509699,60.0,41.58883083359673,0.1
P8_frontier,I,distribution,60.0,0.4,2,60s × 2,0.705325,0.7033230537186096,0.7073190589575609,120.0,100.70081940099968,0.2
P8_frontier,I,distribution,60.0,0.4,3,60s × 3,0.634975,0.6328624735554117,0.6370823415351331,180.0,160.44361882341371,0.30000000000000004
P8_frontier,I,distribution,60.0,0.4,5,60s × 5,0.53312,0.5309328911443499,0.5353058365889255,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.4,10,60s × 10,0.372495,0.37037860962025204,0.3746162883377408,600.0,580.1228768828478,1.0
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.00037,0.00029476698056952924,0.00046442573149623964,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.00159,0.0014246955525748489,0.0017744502945934554,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.008305,0.00791660234473465,0.008712285553428348,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.02463,0.023959793732792684,0.025318467059262845,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.154685,0.1531068629024777,0.15627640197626658,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.195285,0.19355350440052058,0.19702820087589823,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.19978,0.19803345210837234,0.20153808049778907,,,
R1_finite_duration,II,finite_horizon,600.0,0.1,1,600s × 1,0.198965,0.1972211553148358,0.20072040859861362,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.02525,0.024571504938831357,0.02594673203663694,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.112325,0.11094855972239719,0.11371633236704917,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.190585,0.18886962339257737,0.19231226242893826,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.199515,0.19776932981345557,0.20127221297237613,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.199615,0.1978689984624707,0.20137254048197598,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.200005,0.19825770783199032,0.20176381613105468,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.19978,0.19803345210837234,0.20153808049778907,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,1,60s × 1,0.198965,0.1972211553148358,0.20072040859861362,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.000475,0.0003886203467365951,0.0005805683318748838,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.004865,0.00456942390564819,0.005179596136160119,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.039675,0.038828342042219244,0.040539340813457315,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.05506,0.05406885670241455,0.056068235156173894,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.055495,0.054500138485353566,0.05650693666320997,,,
